ParlaMint-FR_2018-11-12-O1059.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1059.u594	Mr Gilles Lurton, in support of Amendment No. 227, has the floor.
ParlaMint-FR_2018-11-12-O1059.u595	It is forbidden, to be pleasant to you, Mr. President.
ParlaMint-FR_2018-11-12-O1059.u596	I call Mr Charles de Courson to support Amendment No. 350.
ParlaMint-FR_2018-11-12-O1059.u597	The problem with agricultural taxation is, as you all know, the irregularity of their disposable income, which should be smoothed over time. I propose that farmers be able to carry forward the deductible depreciation annuities from their income tax, so that it can better fit into the economic cycle, which is now multi-year and of high magnitude. The measure would be fiscally neutral over the medium period: the government would perceive a little more in a favourable period, a little less in an unfavourable period.
ParlaMint-FR_2018-11-12-O1059.u598	I call Mr Charles de Courson to support Amendment No. 333.
ParlaMint-FR_2018-11-12-O1059.u599	It is of any other nature. I raise the question of the tax status of a well-known new fuel, the B100, which is 100% oxygenated, i.e. totally renewable. From 1 January 2016 until 31 December 2019, companies may deduct from their taxable income an amount equal to 40 % of the original value of the goods used in their business when they acquire vehicles of 3.5 tonnes or more operating exclusively on natural gas, biomethane or ED95 fuel. The amendment aims to extend this accelerated damping device to vehicles using the B100.
ParlaMint-FR_2018-11-12-O1059.u600	I call Mr Pupponi to support Amendment No. 325.
ParlaMint-FR_2018-11-12-O1059.u601	It covers the proportion of employees residing in urban free zones that companies must hire in order to qualify for a tax exemption.
ParlaMint-FR_2018-11-12-O1059.u602	I call Mr Charles de Courson to support Amendment No. 431.
ParlaMint-FR_2018-11-12-O1059.u603	I propose to set ceilings for the application of the benefit allowance for young farmers and to set the first of these ceilings at the equivalent of 3 annual SMICs. The aim is to make the scheme more coherent with the allocation of aid for the installation of young farmers provided for in the Rural Code and for maritime fisheries. This amendment also aims to make the allocation of young farmers deductible from the operator's benefit. Such a measure is necessary in order not to penalize those who receive an ADI higher than the ceilings I have just mentioned. It is a question of neutralizing this resource: the tax would be the same whether or not the operator benefits from the ADI. It should be noted that a minority of facilities benefit from the ADI. This is due in particular to the age of the operator, as the facilities are becoming more and more late.
ParlaMint-FR_2018-11-12-O1059.u604	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1059.u605	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u606	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u607	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u608	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u609	As is often the case, our colleague from Courson raises a fundamental problem. The benefit of the ADI has always been conditional on compliance with an income ceiling, but the new element is that we have seen, in recent years, resourcing: young farmers are resuming the ADI they had received, in a way because they have worked too well. This has grown to a certain extent: several hundred young farmers are involved in Brittany – I do not know what is happening elsewhere. The prefectural administration has tried to find solutions, but all this is truncated. I know young farmers whose state seizes the "milk pay," as they say, because it asks them for the money that it had paid them some time before. This seizure occurs at the worst moment, given the low agricultural prices, particularly in the milk and pig production sectors. The measure is not directly within your jurisdiction, minister, but I have no doubt that, given your attention to this matter, it will be of interest to you. It would be desirable for the Minister for Agriculture and Food to mobilize to avoid this paradoxical situation, which wants the State to take back from young farmers the funds which it has itself paid them.
ParlaMint-FR_2018-11-12-O1059.u610	I call Mr Charles de Courson to support Amendment No. 385.
ParlaMint-FR_2018-11-12-O1059.u611	You all remember the debate we had on the chambers of commerce and industry. From the moment when the Government encourages them to drastically reduce their staff – if the State were to be subject to the obligation it imposed on the CCIs, it would be the revolution in France – it is necessary that the conventional breakdowns, which give rise to the payment of compensation, be treated in the same way as in the private sector. The Government had not been insensitive to the amendment. I'd like to know if he's maintaining his position. I repeat that it is only a matter of ensuring that the employees of the chambers of commerce and industry receive the same treatment, in the event of a conventional breakdown, as those of the private sector.
ParlaMint-FR_2018-11-12-O1059.u612	Mr Hubert Wulfranc has the floor to support Amendment No. 284.
ParlaMint-FR_2018-11-12-O1059.u613	"When you leave early in the morning..." This amendment is intended to ensure that the employer takes care of journeys between home and work by bicycle. Experiments have shown that such a measure induces a significant increase in the use of bicycles in this context. However, their scope is limited by the fact that they are based solely on the good will of the company manager and that this arrangement can only be combined with the reimbursement of public transport costs if the bicycle is used in addition to public transport. However, 75% of journeys between home and work do not exceed five kilometres and 70% of journeys are by car. This is why we propose that you make it compulsory for employers to pay the kilometric costs of cycling trips, without prejudice to the joint financing of public transport tickets, up to a maximum of 400 euros per year.
ParlaMint-FR_2018-11-12-O1059.u614	Mr Vincent Descoeur has the floor to support Amendment No. 64.
ParlaMint-FR_2018-11-12-O1059.u615	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u616	I have before me four amendments, Nos 7, 90, 143 and 61, which can be discussed jointly. Amendments Nos 7, 90 and 143 are identical. I call Mr Le Fur to support Amendment No. 7.
ParlaMint-FR_2018-11-12-O1059.u617	Overtime is, for many of our compatriots, a concern, a concern. They mainly affect the working world and, to a lesser extent, the teaching world. The device put in place at Sarkozy's time had – forgive me for neologism – "desocialized" these hours, that is to say that he had exempted them from the payment of social contributions, and he had defied them. You've come half way. We propose that you return to the previous device, which had proved its worth. This would be all the more useful since, in many sectors, entrepreneurs do not find employees. Hence the importance of encouraging employees to work overtime. Finally, under Sarkozy, it wasn't that bad!
ParlaMint-FR_2018-11-12-O1059.u618	Mr Gilles Lurton has the floor to support Amendment No. 90.
ParlaMint-FR_2018-11-12-O1059.u619	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u620	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 143.
ParlaMint-FR_2018-11-12-O1059.u621	We propose once again, as Mr Le Fur rightly pointed out, a measure of purchasing power. The President of the Republic, the Government and the majority are currently facing real demands in this area. Overtime is one way to respond. They are often carried out by employees at the level of income is rather modest. We offer you the possibility to compensate for the too sharp increase in taxes on the fuels you have introduced.
