ParlaMint-FR_2022-01-05-O1110.u1	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u482	Without any controversy, I invite you to contact the resuscitation team at Cochin Hospital, which also has a level 3 maternity.
ParlaMint-FR_2022-01-05-O1110.u483	He always omits to put it on!
ParlaMint-FR_2022-01-05-O1110.u484	What a fool!
ParlaMint-FR_2022-01-05-O1110.u485	Please! Mr. Minister has the floor. And Mr Cordier, please don't provoke: keep your mask on your nose.
ParlaMint-FR_2022-01-05-O1110.u486	The Cochin Hospital is therefore responsible for the care of pregnant women whose health situation is serious.
ParlaMint-FR_2022-01-05-O1110.u487	She doesn't have to call me crazy! Call to order, Madam President!
ParlaMint-FR_2022-01-05-O1110.u488	[[Protests on the benches of the LR group]] Can you let the minister finish?
ParlaMint-FR_2022-01-05-O1110.u489	I'll take it back. Mr Le Fur, I said that there is a resuscitation service and a level 3 maternity at Cochin Hospital which takes care of pregnant women who are in serious clinical condition, suffer from major pathologies or whose pregnancy is at risk. In this resuscitation, in the last few weeks, four or five pregnant women infected with covid-19 were received and treated, who had not been vaccinated, as they had heard balivers about the fact that this could pose risks, particularly during the first trimester of pregnancy. [[Applause on the benches of the LaREM group]] Your colleague Thibault Bazin, whom I very much appreciate, said earlier that the vaccine raised the temperature and that it could be risky. No! Mr President, when a woman is pregnant, the risk is that she will not be vaccinated. Call, go see the doctors and nurses concerned. I will not go into details, but they will tell you that the most traumatic experience of their professional life – and they are used to seeing difficult things in resuscitation – remains to care for pregnant women whose fetus, like themselves, is in vital distress. These women will then spend weeks on the belly and back in resuscitation. [[Applause on the benches of the LaREM and Dem groups]] I therefore call on pregnant women to be vaccinated, to protect themselves, because these terrible human tragedies are preventable. Gracefully, at least on this point, let us have a reasonable speech and follow the advice of science.
ParlaMint-FR_2022-01-05-O1110.u490	Mrs Perrine Goulet has the floor for a personal fact.
ParlaMint-FR_2022-01-05-O1110.u491	[[Applause on several benches of the Dem group and on a few benches of the LaREM group]] When we ask that the texts of this House be respected, that is, that our colleague Cordier wears his mask, and that a Member of Parliament treats me as crazy in return, I believe, Madam President, that it is necessary for you to intervene in order to calm the members of your group.
ParlaMint-FR_2022-01-05-O1110.u492	Mrs. M.P., you were able to speak. Mr. Cordier keeps his mask. Please, let us resume our discussions.
ParlaMint-FR_2022-01-05-O1110.u493	Mr Eric Coquerel has the floor.
ParlaMint-FR_2022-01-05-O1110.u494	I will look back on the minister's remarks, who in this case gave a specific example of potential serious covid-19 cases on pregnant women and explained how vaccination is needed. This will allow me to contradict the rest of his speech, as well as the answer that Mr Millienne gave me earlier. Mr. Millienne asserts that, since the Members of the La France group do not submit that the vaccine does not protect against the transmission of the virus, they are against the vaccine.
ParlaMint-FR_2022-01-05-O1110.u495	That's not what I said!
ParlaMint-FR_2022-01-05-O1110.u496	Collegue Millienne, for my part, I trust the French and they will have confidence in vaccination as soon as they are given verified and reliable arguments. If you continue to present the vaccine not as a means, but as a goal, if it is achieved, to solve everything as by magic, while the French see daily, with omicron, that this is not the reality, they will eventually wonder why you are absolutely trying to force them to be vaccinated. That's what I blame you for. [[Mrs. Martine Wonner applauds]] When, in August, the Prime Minister said that if one was vaccinated, one should no longer be considered a contact case, he did a lot of harm to vaccination, because people understood that they could continue to be contaminated while being vaccinated. So let us trust our convictions and use the argument of serious cases. Indeed, I agree with you that even if we have to question the duration of its effectiveness, the vaccine prevents serious cases.
ParlaMint-FR_2022-01-05-O1110.u497	Ah! Still!
ParlaMint-FR_2022-01-05-O1110.u498	That is what we have always said, Mr Millienne! [[Mrs. Martine Wonner applauds]] Please do not resort to an erroneous argument, because the French will then think that it is the whole of your speech that is wrong. It is by acting in this way that you are actually complicit in people who refuse to be vaccinated. You're telling a bunch of nonsense that's contradicted by the facts.
ParlaMint-FR_2022-01-05-O1110.u499	Thank you, Mr. Coquerel.
ParlaMint-FR_2022-01-05-O1110.u500	[[Same movements]] And you're trying to coerce by ignorance.
ParlaMint-FR_2022-01-05-O1110.u501	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2022-01-05-O1110.u502	I will simply come back to the idea, which is broadcast on the benches of the group La France insoumée, that the vaccine is not effective. Mr.Coquerel, this is what Eric Straumann posted this morning on Facebook: "I am pleased that since last Monday 117 unvaccinated people have received a first dose. I am also Chairman of the Supervisory Board of the Pasteur Hospital [in Colmar]. This morning, we have seventeen patients with covid-19 in resuscitation. Sixteen are not vaccinated. »
ParlaMint-FR_2022-01-05-O1110.u503	Yes!
ParlaMint-FR_2022-01-05-O1110.u504	[[Exclaims on FI banks]] What must be said is that the vaccine protects against serious forms and must therefore be vaccinated. Also, stop criticizing the vaccine and call massively for vaccination.
ParlaMint-FR_2022-01-05-O1110.u505	Mr François Ruffin has the floor to support Amendment No. 391.
ParlaMint-FR_2022-01-05-O1110.u506	The picture I have in my hand, Minister, is the symbol of your failure. I was already alerting you about this last summer, reminding you that in France, the vaccination coverage of the over 80s and fragile people was the lowest in Western Europe. But things have not changed. Months and months have passed, just like the sanitary pass, and nothing has changed. What does this painting show? That the vaccination rate for people over 80 years of age remains lowest, at 88 per cent in France, compared with 100 per cent in Spain, Belgium, Portugal and Denmark and 99 per cent in Italy. In other words, those who would benefit most from vaccination are less covered than the average of the French population. The same applies to obese people, people with diabetes and people at risk of pulmonary embolism, who are 14%, 12% and 13% respectively not vaccinated. Is it by putting a syringe under their throat that we will fix it? Is it by telling unvaccinated people over the age of 80 that they will no longer be able to go to the restaurant, the cinema or the theatre and that they will no longer be able to take the train that you will convince them that the vaccine is useful for their health? No! It will have no impact on them. Other generations who wish to continue to live more or less normally will resolve to be vaccinated, but are more constrained than convinced. Basically, these figures illustrate the fact that the only tool available to you to manage the health crisis is the constraint.
