ParlaMint-BG_2022-02-23.u1	Honourable colleagues, please register. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1261	...the judicial system and part of the prosecution of these funds to carry out their powers. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-23.u1262	Thank you. Here you go, Mr. Deputy Prime Minister. Is there gonna be a third line? Mr. Balachev after Mr. Vassilev.
ParlaMint-BG_2022-02-23.u1263	I thank Mrs. Angelkova for the proposal she made. The National Assembly must decide where to take the funds. But let us, fellow Members, be aware of exactly what we are talking about. We're talking about an increase in prosecutors' salaries. Not for their basic remuneration, but for the additional increase that they will receive this year under the Law on the Judiciary, which the Council of Ministers had envisaged in the proposal of the Council of Ministers, because there is no way we can break the Law on the Judiciary or make a decision in the exception of the law. The National Assembly has tabled a proposal, the Ministry of Finance supports this proposal. This proposal is not a precedent. Last year, the Council of Ministers submitted a budget of 29 million. And 500,000. lv. less than what the SJC asked for. Currently, the National Assembly proposes to reduce the budget of the SJC by 20 million. And just for comparison, Bulgaria is currently spending on a court and prosecution slightly more than twice as a percentage of GDP from the average European levels. We spend 0.7%, on average in Europe are spending 0.3%. And I think everyone here in this room can agree that we are getting well below the average European product. And as you rightly said, there is a separation of authorities, it is not the Council of Ministers' job to optimize the work of the judiciary. But it is also not for the Supreme Judicial Council to decide on its own. Tomorrow they can ask for a budget of 5 billion. The powers of the Constitution for how many should be the budgets of all the departments of the Council of Ministers, or of the judiciary, are in this Chamber of the National Assembly. Here is the power to decide the budget. In the same way that the National Assembly cannot give judgment in a case, the Supreme Judicial Council cannot decide its own budget without the consent of the National Assembly. It's a division of authority. [[Applause from "We are continuing the Change. "]]
ParlaMint-BG_2022-02-23.u1264	Thank you, Mr. Deputy Prime Minister. Mr. Balachev, come in for a third line.
ParlaMint-BG_2022-02-23.u1265	Mr. Chairman, honourable Members, Mr. Deputy Prime Minister, Madame Minister! I will start from where Minister Vassilev finished. Yes, since I am a member of this judicial system, as a lawyer is a part of it, budgets have always been determined by the judiciary itself, because this is how it can distance itself, on the one hand, and on the other, not be dependent on the executive. It should not be dependent on us, too, on the legislative authority. I remember the time when judges were getting lousy wages when there was talk of terrible corruption in the justice system. This myth, by the way, also exists at this time, although I must tell you after 33 years that this myth may somewhere be broken, as in every sector, but to talk about the fact that it is practice and there is corruption in the judiciary, it is false. But let's get back to the subject. If we really want this judicial system to work properly, indeed, both prosecutors and judges and the relevant judicial officers who work in the judicial system must receive a dignified remuneration and the right of the Supreme Judicial Council is to determine these amounts. It is true that whether we approve of them or not is another matter, but I believe that there has always been a reasonable decision by the National Assembly to accept precisely this argumentation of the Supreme Judicial Council. I cannot accept, and I agree somewhat with colleague Alexandrova here, and at the same time I disagree with what Deputy Prime Minister Vassilev said about seeing you, we should not really interfere with this and we cannot decide the prosecution and the court how effective it is, but we still have the right to make any restrictions in their income. I believe that solving how effective the prosecution is, how effective the court is, cannot be solved by reducing the incomes, because everyone is talking now, and I heard it from the minister...
ParlaMint-BG_2022-02-23.u1266	The weather, Mr. Balachev.
ParlaMint-BG_2022-02-23.u1267	...of the justice that is being prepared, in fact, and it is a public secret that there is a negative adjustment against the Attorney General. Yes, but the prosecution is a system. It's where they work...
ParlaMint-BG_2022-02-23.u1268	Mr. Balachev, your time is almost up a minute ago.
ParlaMint-BG_2022-02-23.u1269	Yeah, I'm done. There's a lot of prosecutors working there. They depend on the criminal responsibility of our law, so we cannot afford such a thing. Therefore, I believe that such a motive for cutting with 20 million of the proposed budget by the Supreme Judicial Council is unacceptable. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-23.u1270	Mrs. Alexandrova, would you like a duplicate? Madam Minister, you have the floor.
ParlaMint-BG_2022-02-23.u1271	Mr. Chairman, Mr. Deputy Prime Minister, ladies and gentlemen of the House! I think we should make some important facts. At present, the proposal under consideration does not lead to a reduction in the budget of the Prosecutor's Office of the Republic of Bulgaria for 2022. On the contrary, you are looking at a proposal for an increase in the budget of the Prosecutor's Office. If, last year, the prosecution's budget was 330 million. And 268 thousand. BGN, you are currently discussing a proposal in order for it to amount to 332 million. And 794 thousand. lv. under reduced responsibilities of the Prosecutor's Office of the Republic of Bulgaria. Because the past National Assembly moved the Witness Protection Bureau, from the Attorney General, to the Ministry of Justice and the budget of this desk is 10 and a half million. So we have reduced obligations, increased budget. In addition, let's remind ourselves of our colleagues from GERB, be honest with everyone here.. In fact, it is more common practice for the National Assembly to adopt the recommendation of the Council of Ministers on the size of the budget of the prosecution and the judiciary than the Plenum's self-proposal of the Supreme Judicial Council. I will be tempted to point out a few more figures because they are extremely indicative of the problems we have to solve, because apart from the separation of authorities we have the interaction of the authorities and the responsibility of all of us... both of us of the National Assembly and of me as Minister of Justice, to ask questions, to seek answers and accordingly to seek responsibility. In the figures, according to CEPEJ data, this is a Commission to the Council of Europe, all who work in the matter know that this is one of the most authentic researches, shows that the average cost of the work of the Prosecution per capita in the Member States of the Council of Europe is 11,78 euros. For Bulgaria this figure is 16.6 euros. We all know what the level of corruption in Bulgaria is, what is the sense of justice. How does the expenditure of the state budget develop compared to the number of indictments tabled? If in 2012, the average we pay for an indictment filed in court is BGN 3954, for 2020 is 10 thousand. And BGN 782. If 41 thousand were imported in 2012. and 155 indictments, in 2020 we have paid 28 thousand. And 118 indictments. What's the score of more money for the prosecution, less indictments. Is the D.A.'s job any better? 48% disclosure rate, 97% yes, successfully filed indictments, i.e. convicted persons, but what does that mean? How exactly does the D.A. work? How exactly does she spend the money you vote on her? Another disturbing circumstance. How does it modernize? According to the data from the Justice Information Board, this is an instrument of the European Commission for 2021 for what electronic means of communication the Prosecutor's Office uses for Bulgaria there is no data. It's a shameful circumstance. There is no evidence as to whether the prosecution electronically exchanges data with the investigating authorities, whether electronic exchanges of data with the parties in proceedings, whether electronic exchanges of data with the system for the execution of penalties. These are all important issues concerning the effectiveness and transparency of expenditure. Let me remind you that at a Plenum meeting of the Supreme Judicial Council, 5 million were voted on. 420 thousand. And $271. for rest and teaching bases of the prosecutor's office, while for the court there are nearly twice as many. So here we really have very serious issues to deal with and careful consideration, the sensible proposal for a prosecutor's budget is a first and a small step in this direction. Thank you. [[Applause from "We are continuing the Change."]]
ParlaMint-BG_2022-02-23.u1272	Thank you, Madam Secretary. For the doppelganger, Mrs. Alexandrova. Then Mr. Hamid for procedure.
ParlaMint-BG_2022-02-23.u1273	Thank you, Mr. Chairman. Dear Mr. Deputy Prime Minister and Mrs. Minister, honourable colleagues! Thanks for the constructive lines. My dear colleague, you have not understood anything of my speech. I did not claim that during the time of GERB or the management of GERB the budget was bigger or smaller. I wanted to explain to you that this money should not place an institution against an institution and that if a minister thinks about his own people in the Ministry, he thinks that money, if it is too much for him, or thinks it is not effective, the prosecution will redirect them, for example, to the Directorate General So thank you, but I guess you misunderstand me. Mrs. Angelkova, for constitutional decisions, you are right, but we continue to change, I have not been under the impression that they respect constitutional decisions, that they hold them or that they respect them in any way, including the Rules. Dear Minister, I respect your attitude, this 20 million does not include salaries, as you have said. These 20 million include money for the work of the prosecution itself, for wealthy persons, for expertise and so on. So please, please! You told another lie a few days ago, by the way, only on TV. You said that you started a reform of the justice system in the face of KKCONPI and said that you started with this reform.
ParlaMint-BG_2022-02-23.u1274	Mrs. Alexandrova, let's get on the budget!
ParlaMint-BG_2022-02-23.u1275	You didn't bring it in, you didn't separate it the way you want to share it. Only Mr. Tsatsarov resigned. Well, congratulations! You're in terrible reform!
