ParlaMint-FR_2021-06-09-O1296.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1296.u496	Article 11 aims to create a legal framework for the use of algorithmic processing of massive data when performing a medical act. With this amendment, we want to start thinking about health data protection. To our great dismay, the Government has so far not shown a great willingness to defend our national sovereignty with regard to the management and preservation of the health data of our fellow citizens, and the latest issue of Cash Investigation magazine attests that this problem potentially undermines our freedoms. I would also like to take this as evidence of the decision taken by the Ministry of Health in December to develop an information system for vaccination to record patient data without CNIL being able to verify its compliance with the general European Data Protection Regulation. This is obviously not without a problem. In the light of these facts, we believe that it is important to impose by law a number of measures that are absolutely essential to us. Such provisions will be used to defend our data which are all too often said to form a future wealth deposit, which is unfortunately escaping from us to the benefit of the GAFAM – Google, Apple, Facebook, Amazon, Microsoft. Today, the wealth of the GAFAM is based on data, information, their collection and then their valuation. We must therefore face and tackle this logic of commodification. That is why we ask that the health data used in an algorithmic treatment be incessible. I would add that the crisis that we have just been through shows, in many areas and not just in health, the need for a digital public power.
ParlaMint-FR_2021-06-09-O1296.u497	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u498	I fully share your analysis of the importance of health data. In fact, I have fought against genomic sequencing abroad, because we know how to measure the usefulness that these data present and can present in the future. There are already many structures such as GDPR, CNIL and the Public Health Code; It is therefore not useful to add anything. The problem is to make them work. Let us be more pragmatic in how to activate them. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u499	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u500	Unfavorable opinion. Data derived from an algorithmic treatment carried out by a healthcare professional by means of his patient's medical data are already covered by Article L. 1111-8 of the Public Health Code, according to which "any act of transfer for consideration of health data identified directly or indirectly, including with the consent of the person concerned, is prohibited under penalty of the penalties provided for in Article 226-21 of the Criminal Code". Your amendment therefore does not provide new guarantees: the question is rather the application of the existing law.
ParlaMint-FR_2021-06-09-O1296.u501	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2021-06-09-O1296.u502	Perhaps we should go into this. I do not deny that there are already provisions in this area, as you have just pointed out, Mr Secretary of State, but our right must be able to adapt to new uses and new questions. Article L. 1111-8 refers to assignments for consideration. Here too, the reflection should be extended.
ParlaMint-FR_2021-06-09-O1296.u503	Yes!
ParlaMint-FR_2021-06-09-O1296.u504	Mr Pierre-Alain Raphan has the floor to support Amendment No. 1635.
ParlaMint-FR_2021-06-09-O1296.u505	It aims to better guarantee the informed nature of the patient's consent by giving him or her access at any time to the information enabling him or her to ensure that the medical device, when it includes the processing of algorithmic data, is in conformity with French law.
ParlaMint-FR_2021-06-09-O1296.u506	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u507	I understand and share your intention, but what you are proposing seems to me to be very complex and unapplicable. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u508	I have before me two amendments, Nos 1286 and 837, which can be discussed jointly. I call Mr Patrick Hetzel to support Amendment No. 1286.
ParlaMint-FR_2021-06-09-O1296.u509	As with medicines placed on the market, there seems to be a need for labelling for the use of existing and future massive data processing. This will reassure patients and health care professionals alike. This is the subject of the amendment by Mr Bazin and Mr Door.
ParlaMint-FR_2021-06-09-O1296.u510	Amendment No 837 by Mrs Annie Genevard is being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u511	We are entering into a more global context of medical devices, whether implantable or not, which are not subject to a marketing authorisation by the National Agency for the Safety of Medicines and Health Products (ANSM), for example. We are here in the framework of a European standard. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u512	I have before me two amendments, Nos 1638 and 1504, which may be submitted to a joint debate. Amendment No 1504 is the subject of a sub-amendment No 1645. Mr Pierre-Alain Raphan has the floor to support Amendment No. 1638.
ParlaMint-FR_2021-06-09-O1296.u513	It aims to protect French health data against the extraterritoriality of laws, by strengthening the framework for hosting health data. In some cases, health data may be accessible in some way abroad where they are subject to other laws, which then have a greater scope. Here I want to talk about the Clarifying Lawful Overseas Use of Data Act, or CLOUD Act, a subject that had been discussed at first reading but which was not necessarily identified.
ParlaMint-FR_2021-06-09-O1296.u514	Mrs Christine Hennion has the floor to support Amendment No. 1504.
ParlaMint-FR_2021-06-09-O1296.u515	The mechanism that I am proposing, which had been voted on in previous readings and which is in line with what Mr Raphan has just said, is intended to ensure that health data is properly stored in certified hosting companies, as provided for in Article L. 1111-8 of the Public Health Code.
