ParlaMint-FR_2019-10-09-O1016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1016.u553	If you could find the Minister of Research, at the same time!
ParlaMint-FR_2019-10-09-O1016.u554	Mrs Caroline Fiat has the floor for another point of order.
ParlaMint-FR_2019-10-09-O1016.u555	Under Rule 47(2) of the Rules of Procedure, I request that the Conference of Presidents be convened. I thank the chairman of the Committee on Social Affairs, Mrs Bourguignon, for her efforts to receive the Social Security Financing Bill. At this time, however, we still have nothing. We ask that this bill be communicated to us as soon as possible, out of respect for the Members of Parliament but also for their collaborators, who will have to work forty-six hours in a row to amend a text committing several billion euros. We are not talking about a minor text, but about the bill to finance social security!
ParlaMint-FR_2019-10-09-O1016.u556	A budget higher than that of the State!
ParlaMint-FR_2019-10-09-O1016.u557	More than 500 million euros!
ParlaMint-FR_2019-10-09-O1016.u558	A budget higher than that of the state, as President Mélenchon points out! [[Applause on the benches of groups FI and LR]] It's 18:20: Can you find a solution so that we can properly work and amend the Social Security Financing Bill? I call for a Conference of Presidents to be convened as soon as possible to resolve this problem, which is not annoyed!
ParlaMint-FR_2019-10-09-O1016.u559	This has nothing to do with the text under discussion!
ParlaMint-FR_2019-10-09-O1016.u560	These points of order do not concern the text that we are considering. During the suspension of the sitting, I forwarded the elements you mentioned in the previous points of order. However, the problem you raise concerns the arrival of the text in committee; It therefore does not concern the Conference of Presidents. Mrs Brigitte Bourguignon has the floor.
ParlaMint-FR_2019-10-09-O1016.u561	The draft law on the financing of social security will be available in a few moments from the secretariats, in a rough version, after which it will then be passed, and you will be able to amend it at the beginning of the evening. Like you, I regret the delay with which this text is communicated. I drew the attention of the two ministers concerned to this problem last year, in the preamble to the debates.
ParlaMint-FR_2019-10-09-O1016.u562	That's right.
ParlaMint-FR_2019-10-09-O1016.u563	[[Applause on a few benches of the LaREM group]] Let us, however, relativize things, since we are only two hours behind the previous two years.
ParlaMint-FR_2019-10-09-O1016.u564	I have before me four identical amendments, Nos 861, 1055, 2120 and 2491. Amendments Nos 861 by Mrs Nadia Ramassamy and 1055 by Mrs Marine Brenier are defended. Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 2120.
ParlaMint-FR_2019-10-09-O1016.u565	In Article 30, it is proposed to adjust the composition of the Board of Directors and the Steering Board of the Biomedicine Agency, in particular to ensure the presence of representatives of associations which do not have the approval referred to in Article L. 1114-1 of the Public Health Code. We are obviously open and even very favourable to the entry of non-approved associations into the governance bodies of this agency – in the debate on Article 29, we have also expressed the wish to extend the bioethics reflections to more varied audiences. However, we would like to ensure that approved user associations will participate in all the work.
ParlaMint-FR_2019-10-09-O1016.u566	I call Mr Thibault Bazin to support Amendment No. 2491.
ParlaMint-FR_2019-10-09-O1016.u567	Article 30 of the Law disturbs a provision of the Law of 2002 on the Rights of the Sick and the Quality of the Health System, providing only for the presence of registered associations in hospital or public health bodies. If it is decided to include non-accredited associations, it must be made clear that the participation of recognised associations is still planned.
ParlaMint-FR_2019-10-09-O1016.u568	What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-10-09-O1016.u569	You are concerned that opening up to non-licensed associations will be at the expense of licensed health care user associations. Don't worry: this is absolutely not the case. Beyond this set of identical texts, other amendments reveal the same concern. However, when we talk about involving certain actors or others, we use an inclusive "or" rather than an exclusive "or". The bill provides for the involvement of donation promotion associations, donor associations, unlicensed patient associations and associations working within the Agency's jurisdiction on the board of directors and the board of directors of the Biomedicine Agency, which I believe is an important step forward. On the other hand, it seems to me neither justified nor operational to provide for the participation of approved user associations in all the functional tasks of the Agency for Biomedicine – because that is what is advocated in your amendments. This would represent a risk of total paralysis for the Agency. I am therefore extremely opposed to these amendments, of which I am not sure that they express precisely the intentions of the Members who have defended them.
ParlaMint-FR_2019-10-09-O1016.u570	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u571	In line with the rapporteur's arguments, I express an unfavorable opinion on all of these amendments.
ParlaMint-FR_2019-10-09-O1016.u572	Amendment No 1432 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u573	I am in favour of this amendment. In a special commission, the Minister explained the meaning of this provision: it is a matter of removing from the Agency of Biomedicine its missions related to neurosciences, due to its own skills difficulties. In preparation for the debate at the meeting, the minister was to inform us of the organization to which these missions would be proposed. I had tabled an amendment to that effect myself, which I withdrew in preparation for the sitting. However, I am not aware of the body that would replace the Biomedicine Agency in this area. In the light of article 40 of the Constitution, Parliament is not in a position to propose another competent body itself. It is therefore wiser for the Biomedicine Agency to keep these missions for the time being, as long as we identify a competent body within the framework of the parliamentary shuttle.
