ParlaMint-FR_2019-10-02-O1004.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1004.u572	We were right to ask you this question, Mr. Touraine; Your frankness honors you and we despair at the same time. You tell us that if it became clear that the gametes of certain ethnic minorities were missing, then targeted communication campaigns would be needed to fill this gap. What a conception you make of all this! We are violently forgery against this deeply communalist approach. Will policies need to be adapted to the needs of North African, Black African and Caucasian gametes? For us, these considerations do not make sense, they do not have a place in this debate, and I find all this extremely shocking.
ParlaMint-FR_2019-10-02-O1004.u573	All right!
ParlaMint-FR_2019-10-02-O1004.u574	On Article 3, I have before me a request for a public vote by the La République en marche group. The vote is announced in the National Assembly. Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-02-O1004.u575	It must be recognized that Jean-Louis Touraine is coherent. What worries me is the Government's favourable opinion. What we see here is a conception of the human person that leads to the fusion of two great monsters: the market on the one hand, and the state on the other. We will see the birth of a supermarket, a hypermarket of procreation: we will conduct studies, draw up profiles, as for an advertisement, to know how to focus our campaigns. And we can see the pressures, the financial interests behind them. As for the state, ally of the market, it will have to do the campaigns, it will scrutinize the citizens, it will encourage them... Remember this amendment that you voted for, stating that parents are "incited": but how far can the incentive go? To the totalitarianism of the state! That's what you're doing. That the Government does not merely say that it understands the intention, which is to improve the process, that it does not request the withdrawal of the amendment, that it intends to include it in the law... Where are we going? You are crossing red lines that will bring new intrusions, those of the market, of interests, of money, that also of the tutelary power of the state, in the field of bioethics where our country had been able to remain an exception of which we could be proud. But the citizens will revolt, and will tell you, once again, to leave them alone!
ParlaMint-FR_2019-10-02-O1004.u576	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u577	[[Exclaims on the benches of the LR group]] I wish that, after the discussions so reasonable that we had until the end of Article 3, we would all be reasonable together.
ParlaMint-FR_2019-10-02-O1004.u578	We have the right to be shocked!
ParlaMint-FR_2019-10-02-O1004.u579	You express your concerns very well. But don't worry. On article 1, you said that there were not enough studies. Not enough impact studies, not enough research... What is proposed here is that an evaluation report includes a donor profile study. What's so extraordinary about this?
ParlaMint-FR_2019-10-02-O1004.u580	It's not a study, it's a business analysis!
ParlaMint-FR_2019-10-02-O1004.u581	That's it, with the market share!
ParlaMint-FR_2019-10-02-O1004.u582	We will know the impact of the new legislation on the profile and number of donors. There is nothing dramatic about this, and there is no point in adding it on ethnic grounds.
ParlaMint-FR_2019-10-02-O1004.u583	That's what was said, though!
ParlaMint-FR_2019-10-02-O1004.u584	This amendment, which enriches a report requested of the Government, can, I believe, be studied in a calm manner.
ParlaMint-FR_2019-10-02-O1004.u585	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u586	The minds are getting warmer about an amendment that seemed quite natural to us: as soon as we change the legislation on donation, and this amendment will have consequences, as in all the other countries that have followed the same path, the legislator wanted, I believe, to ask the Government to include in the report that it will make a study of the evolution of the donor profile. When I speak of profile, what I understand, as minister responsible for these subjects, are these questions: are donors nulliparous, primiparous, or do they already have children? Are they rather from large families, or, on the contrary, from families with one or two children? Are donors often concerned about infertility issues, because it strikes their friends or family? That's the information we're going to give. They are, if you allow me the expression, "non-identifiers" given the fears you have expressed! These are things we are already asking for. We know the profiles of donors who have visited CECOS, and we will compare them with the profiles of new donors. There's no new data! It is on these criteria that I have quoted – nulliparous or not, from a large family or not, directly concerned with infertility or not... – that we will make our comparisons. Again, there will be nothing new, nothing more than what is already in the report of the Biomedicine Agency.
ParlaMint-FR_2019-10-02-O1004.u587	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2019-10-02-O1004.u588	For any medical activity of any kind, we can be content with relatively poor results, or at least not progressing. That's what happens when you don't do an evaluation, and then you always stay at the same level. If, on the contrary, we want to improve, we need to carry out an evaluation and studies. This is true of any medical activity, I repeat, whether it be cardiac transplants or any other innovation, and this one does not derogate from the rule. So far, evaluations have been carried out, but as Mr.Jourdain was prose. For example, they allowed us to realize that the restriction of the gift to those who had already procreated was not justified. But all this has not been studied very rigorously. Today, we propose to apply the general rule of any medical activity to medically assisted procreation, which is indeed a medical activity. You cannot ask all of these teams to be content with results that are not progressing, while some of the shortcomings could be detected and corrected through these evaluation reports. This activity, like any other, needs to be evaluated. It is a necessity, a practice which is perfectly annoyed and widely spread and which it is not appropriate to demonize.
ParlaMint-FR_2019-10-02-O1004.u589	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2019-10-02-O1004.u590	No one, in this majority, and Jean-Louis Touraine less than any other, adheres to an ethnoicizing conception of practices or models.
ParlaMint-FR_2019-10-02-O1004.u591	Needs!
ParlaMint-FR_2019-10-02-O1004.u592	If you like. This is a false trial you're making. In order to understand the evolution of practices, there is a need for evaluations, and in order to evaluate, there is a need for studies, and therefore for reports. It is from this point of view that the amendment is proposed, and we will support it.
ParlaMint-FR_2019-10-02-O1004.u593	Mrs Valérie Boyer has the floor.
ParlaMint-FR_2019-10-02-O1004.u594	I see Mr. Touraine retropedal! Madam Minister, may I ask what you are inspired by Mr Touraine's initial comments, which I find particularly shocking? I would like a precise answer.
ParlaMint-FR_2019-10-02-O1004.u595	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u596	As I have already said, we are not going to look in the donor profile for anything other than information already collected: number of previous children, family with or without infertility problems, etc. And I would like to point out that ethnic issues are completely prohibited in any collection of health information. It's not forbidden by law. The question therefore does not arise.
ParlaMint-FR_2019-10-02-O1004.u597	Then say it differently!
ParlaMint-FR_2019-10-02-O1004.u598	In this case, the amendment must be drafted in another way!
ParlaMint-FR_2019-10-02-O1004.u599	Mrs Geraldine Bannier has the floor to support Amendment No. 1573.
